province,,name,,location,,height,
서울특별시,,개화산,,서울특별시 강서구,,128,
서울특별시,,관악산,,"서울특별시 관악구ㆍ금천구, 경기도 안양시ㆍ과천시",,632.2,
서울특별시,,구룡산,,"서울특별시 서초구 염곡동ㆍ내곡동, 강남구 개포동",,307.7,
서울특별시,,궁산,,서울특별시 강서구 가양동,,74,
서울특별시,,대모산,,서울특별시 강남구,,293,
서울특별시,,도봉산(자운봉),,"서울특별시 도봉구, 경기도 의정부시 호원동ㆍ양주시 장흥면",,740.2,
서울특별시,,망우산,,"서울특별시 중랑구 망우동, 면목동, 구리시",,282,
서울특별시,,백련산,,"서울특별시 은평구, 서대문구 홍은동",,216,
서울특별시,,봉제산,,서울특별시 강서구,,105,
서울특별시,,북악산,,서울특별시 종로구 부암동,,342,
서울특별시,,북한산,,"서울특별시 강북구ㆍ성북구ㆍ종로구ㆍ은평구, 경기도 고양시ㆍ양주시",,835.6,
서울특별시,,불암산,,"서울특별시 노원구 상계동, 중계동ㆍ경기도 남양주시 별내면",,509.7,
서울특별시,,삼성산,,"서울특별시 관악구, 금천구, 경기도 안양시",,554,
서울특별시,,수락산,,서울시 노원구 상계동,,640.6,
서울특별시,,아차산,,서울특별시 광진구,,287,
서울특별시,,안산,,서울특별시 서대문구 홍제동,,297,
서울특별시,,용마산,,서울특별시 중랑구 면목동,,357,
서울특별시,,우장산,,서울특별시 강서구 화곡동,,99,
서울특별시,,인왕산,,"서울시 종로구, 서대문구",,340,
서울특별시,,증산,,서울특별시 강서구 염창동,,55,
서울특별시,,청계산,,"서울특별시 서초구 신원동, 경기도 과천시 막계동, 의왕시 청계동, 성남시 수정구",,873,
부산광역시,,개좌산,,부산광역시 기장군,,449,
부산광역시,,거문산,,부산광역시 기장군 철마면 웅천리,,543,
부산광역시,,구덕산,,"부산광역시 북구, 사하구, 서구",,562,
부산광역시,,금정산,,"부산광역시 금정구ㆍ북구, 경상남도 양산시",,800.8,
부산광역시,,달음산,,부산시 기장군,,587,
부산광역시,,배산,,"부산광역시 연제구, 수영구",,225,
부산광역시,,백양산,,부산광역시 부산진구,,642,
부산광역시,,봉래산,,부산광역시,,395,
부산광역시,,봉화산,,부산광역시 강서구 녹산동,,692,
부산광역시,,승학산,,부산광역시 사하구 당리동,,497,
부산광역시,,아미산,,"부산광역시 서구 아미동, 사하구",,234,
부산광역시,,아홉산,,부산광역시 금정구 기장군,,353,
부산광역시,,엄광산(고원견산),,"부산광역시 서구 동대신동, 부산광역시 진구 개금동",,504,
부산광역시,,연태봉,,부산광역시 강서구,,459,
부산광역시,,윤산,,부산광역시,,317,
부산광역시,,일광산,,부산광역시 기장군,,388,
부산광역시,,장산,,부산시 해운대구 좌동,,634,
부산광역시,,철마산,,부산광역시 기장군 철마면,,605,
대구광역시,,금계산,,대구광역시 달성군,,489,
대구광역시,,금산,,대구광역시 달성군 현풍면 상리,,288,
대구광역시,,대덕산,,대구광역시 달서구 송현동,,600,
대구광역시,,마천산,,"대구광역시 달성군, 경상북도 칠곡군",,274,
대구광역시,,무학산,,대구 수성구 황금동,,200,
대구광역시,,뱀산,,대구광역시 달성군 구라리,,91,
대구광역시,,비슬산,,"대구광역시 달성군 옥포면ㆍ유가면ㆍ가창면, 경상북도 청도군 각북면",,1083.4,
대구광역시,,산성산,,대구광역시 달성군 유가면,,654,
대구광역시,,안산,,대구광역시 수성구 욱수동,,470,
대구광역시,,와룡산,,대구광역시 대구,,295,
대구광역시,,용지봉,,대구광역시 수성구 범물동,,634,
대구광역시,,주암산,,대구광역시 달성군 가창면,,854.7,
대구광역시,,천을산,,대구광역시 수성구 고산동,,156,
대구광역시,,최정산,,대구광역시 달성군 가창면,,905,
대구광역시,,학산,,대구광역시 달서구,,118,
대구광역시,,환성산,,"대구시 동구, 경북 경산시 하양읍ㆍ와촌읍",,811,
인천광역시,,가현산,,"인천광역시 서구, 경기도 김포시",,192,
인천광역시,,거마산,,인천광역시 남동구 장수동,,214,
인천광역시,,거머리산,,인천광역시 남동구 만수4동,,125,
인천광역시,,고려산,,"인천광역시 강화군 강화읍, 하점면, 송해면, 내가면",,436,
인천광역시,,구봉산,,인천광역시 옹진군,,178,
인천광역시,,국사봉,,인천광역시 중구,,239,
인천광역시,,낙가산,,인천광역시 강화군 석모도,,267,
인천광역시,,마니산,,인천광역시 강화군 화도면,,472.1,
인천광역시,,문학산,,인천광역시 남구 문학동,,217.1,
인천광역시,,백고지,,인천광역시 옹진군 백령면,,100,
인천광역시,,백운산,,인천광역시 중구,,255,
인천광역시,,비조봉,,인천광역시 옹진군,,231,
인천광역시,,상봉산,,인천광역시 강화군 삼산면 석모도,,316,
인천광역시,,상아산,,인천광역시 남동구,,151,
인천광역시,,석화산,,인천광역시 중구 중산동,,143,
인천광역시,,선포산,,인천광역시 서구,,144,
인천광역시,,앞산,,인천광역시 부평구,,148,
인천광역시,,오봉산,,인천시 남동구 도림동,,101,
인천광역시,,용기원산,,인천광역시 옹진군 백령면,,136,
인천광역시,,정족산,,인천광역시 강화군 길상면,,200,
인천광역시,,해명산,,인천광역시 강화군 석모도,,309,
인천광역시,,혈구산,,인천광역시 강화군 내가면 고천리,,466,
인천광역시,,호룡곡산,,인천광역시 중구,,245,
인천광역시,,화개산,,인천광역시 강화군 교동면 대룡리,,262,
광주광역시,,갈미봉,,"광주광역시 동구 선교동, 내남동",,372,
광주광역시,,금당산,,광주광역시 서구 풍암동,,303.5,
광주광역시,,깃대봉,,광주광역시 동구,,822,
광주광역시,,마집봉,,광주광역시 동구,,311,
광주광역시,,무등산,,"광주광역시 동구, 전라남도 담양군 남면ㆍ화순군 이서면",,1186.8,
광주광역시,,바랑산,,"광주광역시 동구 소태동,용산동",,602,
광주광역시,,어등산,,광주광역시 광산구 산정동ㆍ박호동ㆍ서봉동,,290.4,
대전광역시,,갑하산,,대전광역시 유성구·충남 공주시 반포면,,468.7,
대전광역시,,계룡산,,"대전광역시, 충청남도 공주시 계룡면ㆍ논산시 상월면ㆍ계룡시 신도안면",,846.5,
대전광역시,,계족산,,"대전광역시 대덕구, 동구",,423.9,
대전광역시,,구봉산,,대전광역시 서구 가수원동,,264,
대전광역시,,금병산,,대전광역시 유성구,,390,
대전광역시,,금수봉,,대전광역시 유성,,531,
대전광역시,,만인산,,"대전광역시 동구, 충남 금산군 부추면ㆍ복수면",,538,
대전광역시,,보문산,,대전광역시 중구,,457,
대전광역시,,뾰족산,,대전광역시 동구,,143,
대전광역시,,성치산,,대전광역시 대덕구 신탄진동,,219,
대전광역시,,식장산,,"대전광역시 동구, 충북 옥천군",,596.7,
대전광역시,,장태산,,대전광역시 서구,,471,
대전광역시,,천비산,,"대전광역시 중구 침산동, 서구 정생동",,466,
대전광역시,,함각산,,"대전 동구 효평동,마산동",,315,
대전광역시,,황학산,,대전광역시 동구,,158,
울산광역시,,가지산,,"울산광역시, 경상북도 청도군, 경상남도 밀양시",,1240.9,
울산광역시,,고헌산,,"울산광역시 울주군 두서면, 경상북도 경주시 산내면",,1033,
울산광역시,,문수산,,"울산광역시 울주군 청량면 삼동면, 범서읍",,600,
울산광역시,,신불산,,울산광역시 울주군 삼남면ㆍ상북면,,1159.3,
울산광역시,,염포산,,울산광역시 동구,,203,
울산광역시,,입화산,,울산광역시 중구 다운동,,157,
울산광역시,,천황산,,"울산광역시, 경상남도 밀양시",,1189,
울산광역시,,치술령,,"울산시 울주군 두동면, 경북 경주시 외동읍",,765,
울산광역시,,황방산,,울산광역시 중구 장현동,,103,
경기도,,가덕산,,"경기도 가평군 북면, 강원도 춘천시 서면",,858,
경기도,,가리산,,경기도 포천시 이동면 장암리,,774,
경기도,,각흘봉,,"경기도 포천시, 강원도 철원군",,838,
경기도,,갈기산,,"경기도 양평군, 강원도 홍천군",,685,
경기도,,감악산,,"경기도 양주시 남면, 연천군 전곡읍, 파주시 적성면",,674.9,
경기도,,강씨봉,,"경기도 포천시, 가평군",,830,
경기도,,검단산,,경기도 하남시 천현동,,658.4,
경기도,,견치봉,,경기도 포천시 이동면/가평군,,1120,
경기도,,계관산,,"경기도 가평군, 강원도 춘천시",,736,
경기도,,계명산,,"경기도 파주시 광탄면, 양주시 석현면",,622,
경기도,,고대산,,경기도 연천군 신서면·강원도 철원군 철원읍,,832,
경기도,,고동산,,"경기도 가평군 설악면, 양평군 서종면",,600,
경기도,,고래산,,"경기도 여주군 북내면, 양평군 지제면",,543,
경기도,,고령산,,"경기도 파주시 광탄면, 양주시 장흥계곡",,622,
경기도,,곡달산,,경기도 가평군 설악면,,630,
경기도,,관음산,,경기도 포천시 영북면,,733,
경기도,,관인봉,,경기도 포천시,,710,
경기도,,광교산,,경기도,,582,
경기도,,광덕산,,"경기도 포천시 이동면, 강원도 철원군 서면, 화천군 사내면",,699,
경기도,,구나무산,,"경기도 가평군 가평읍, 북면",,859,
경기도,,구봉산,,"경기도 용인시 원삼면, 외사면",,469,
경기도,,국망봉,,"경기도 가평시, 포천군",,1168,
경기도,,귀목봉,,"경기도 가평군 북면, 하면",,1036,
경기도,,금물산,,"경기도 양평군, 강원도 횡성군",,774,
경기도,,금주산,,경기도 포천시 영중면 금주리,,569,
경기도,,길매봉,,"경기도 포천시 일동면, 가평군 하면",,735,
경기도,,깃대봉,,경기도 가평군 가평읍 상면,,520,
경기도,,깃대봉,,"경기도 가평군 하면, 가평읍",,835,
경기도,,남한산성,,경기도 광주군 중부면,,480,
경기도,,노고산,,"경기도 양주시,고양시",,429,
경기도,,노성산,,경기도 이천시 설성면,,310,
경기도,,녹수봉,,경기도 청평 덕현리,,370,
경기도,,단월산,,경기도 양평군 단월면,,778,
경기도,,당산,,"경기도 양평군, 여주군, 강원도 원주시",,541,
경기도,,대금산,,"경기도 가평군 가평읍, 하면",,705.8,
경기도,,대부산,,경기도 양평군 옥천면,,743,
경기도,,덕성산,,경기도 안성시 금광면,,519,
경기도,,덕암산,,"경기도 평택시,안성시",,163,
경기도,,덕지산,,경기도 평택시,,138,
경기도,,도드람산,,경기도 이천시 마장면,,349,
경기도,,도마치봉,,"경기도 포천시 이동면, 강원도 화천군 사내면",,937,
경기도,,도일봉,,"경기도 양평군 용문면, 단월면",,864,
경기도,,둔지봉,,경기도 성남시,,310,
경기도,,마구산,,경기도 용인시 처인구 포곡읍 금어리,,595,
경기도,,마옥산,,경기도 안성시 일죽면 고은리,,446,
경기도,,매곡산,,경기도 양평군 서종면,,507,
경기도,,매봉,,"경기도 가평군 하면, 가평읍",,865,
경기도,,명지산,,경기도 가평군 북면ㆍ하면,,1252.3,
경기도,,모락산,,"경기도 의왕시 오전동, 내손동",,385,
경기도,,몽덕산,,"경기도 가평군 북면, 강원도 춘천시 서면",,690,
경기도,,무갑산,,경기도 광주시 초월읍,,578,
경기도,,문례봉,,"경기도 양평군 용문면, 단월면",,992,
경기도,,문수산,,경기도 김포시 월곶면,,376,
경기도,,문안산,,경기도 남양주시 화도읍 금남리,,536,
경기도,,문형산,,경기도 광주시 오포읍,,499,
경기도,,민둥산,,"경기도 포천시 이동면, 가평군 북면",,1023,
경기도,,바라산,,"경기도 의왕시, 성남시",,428,
경기도,,바른골봉,,"경기도 가평군 가평읍, 북면",,781,
경기도,,박달봉,,"경기도 포천시 이동면, 강원도 화천군 사내면",,800,
경기도,,백둔봉,,경기도 가평군 북면,,974,
경기도,,백마산,,경기도 광주시,,286,
경기도,,백봉산(백봉),,"경기도 남양주시 평내동, 와부읍, 화도읍",,587.2,
경기도,,백운봉,,"경기도 양평군 양평읍, 옥천면, 용문면",,936,
경기도,,백운산,,"경기도 시흥시, 용인시, 수원시",,567,
경기도,,백운산,,경기도 평택시,,191,
경기도,,백운산(포천),,"경기도 포천시 이동면, 강원도 화천군 사내면",,903,
경기도,,백족산,,경기도 이천시,,412,
경기도,,보금산,,경기도 여주군 북내면,,364,
경기도,,보납산,,경기도 가평군,,330,
경기도,,보리산,,경기도가평군,,627,
경기도,,봉미산,,경기도 양평군 단월면ㆍ설악면,,856,
경기도,,북배산,,"경기도 가평군 북면, 강원도 춘천시 서면",,869.6,
경기도,,북성산,,경기도 여주군 여주읍,,259,
경기도,,불곡산,,"경기도 성남시, 광주시",,465,
경기도,,불곡산,,경기도 양주시 유양동,,313,
경기도,,불기산,,경기도 가평군,,601,
경기도,,뾰루봉,,경기도 가평군 설악면,,710,
경기도,,사패산,,"경기도 의정부시, 양주시 장흥면",,552,
경기도,,사향봉,,경기도 가평군 북면,,1031,
경기도,,사향산,,경기도 포천시 이동면,,507,
경기도,,삼각봉,,"경기도 포천시, 강원도 철원군 갈말읍",,903,
경기도,,삼태봉,,경기도 가평군/양평군,,683,
경기도,,서리산,,"경기도 남양주시 수동면, 가평군 상면",,825,
경기도,,서운산,,경기도 안성시 서운면ㆍ충청북도 진천군 백곡면,,547.7,
경기도,,석룡산,,경기도 가평군 북면ㆍ강원도 화천군 사내면,,1153,
경기도,,설봉산,,경기도 이천시 이천읍,,394,
경기도,,성주산,,경기도 부천시,,217,
경기도,,성지봉,,"경기도 양평군 청운면, 강원도 횡성군 서원면",,791,
경기도,,소구니산,,"경기도 가평군 설악면, 양평군 옥천면",,798,
경기도,,소리산,,경기도 양평군 단월면,,480.1,
경기도,,소요산,,"경기도 동두천시, 포천시 신북면",,587.5,
경기도,,송악산,,경기도 가평군,,705,
경기도,,수덕산,,경기도 가평군,,794,
경기도,,수리산,,경기도 안양시·군포시·안산시,,489,
경기도,,수정산,,경기도 용인시,,345,
경기도,,신로봉,,"경기도 포천시 이동면, 가평 북면",,999,
경기도,,아기봉,,경기도 가평군 하면,,772,
경기도,,애기봉,,경기도 가평군 북면 적목리,,1055,
경기도,,애기봉,,경기도 김포 하성면,,154,
경기도,,앵자봉,,"경기도 광주군 퇴촌면, 실촌면, 여주군 산북면, 양평군 강하면",,667,
경기도,,양자산,,"경기도 여주군 산북면, 양평군 강상면",,712,
경기도,,어비산,,"경기도 가평군 설악면, 양평군 옥천면",,726,
경기도,,여계산,,경기도 오산시 신장동,,86,
경기도,,여우봉,,경기도 포천시 영북면 이동면,,620,
경기도,,연인산,,경기도 가평군 가평읍ㆍ북면ㆍ하면,,1068,
경기도,,열미봉,,경기도 광주군 퇴촌면 실촌면,,610,
경기도,,예봉산,,"경기도 남양주시 와부읍, 조안면",,638,
경기도,,옥녀봉,,경기도 가평군 승안리,,715,
경기도,,옥산,,경기도 양평군 옥천면,,578,
경기도,,왕방산,,"경기도 동두천시, 포천시 포천읍",,737,
경기도,,용마산,,경기도 광주시 남종면 삼성리,,596,
경기도,,용문산,,경기도 양평군 용문면ㆍ옥천면,,1157.1,
경기도,,용조봉,,경기도 양평군,,631,
경기도,,우두산,,"경기도 양평, 여주",,359,
경기도,,운길산,,경기도 남양주시 조안면 송촌리,,610,
경기도,,운악산,,"경기도 가평군 하면, 포천시 화현면",,934.7,
경기도,,운흥산,,경기도 시흥시,,205,
경기도,,원미산,,경기도 부천시,,168,
경기도,,원적산,,"경기도 이천시 백사면, 광주군 실촌면",,564,
경기도,,유명산,,"경기도 가평군 설악면, 양평군 옥천면",,864,
경기도,,은두봉,,"경기도 남양주시 수동면, 가평군 상면",,678,
경기도,,장락산,,"경기도 가평군 설악면, 강원도 홍천군 서면",,627,
경기도,,전패봉(우정봉),,"경기도 가평군 가평읍, 하면",,701,
경기도,,정광산,,경기도 용인시 모현면,,563,
경기도,,정암산,,경기도 광주군 남종면,,403,
경기도,,조비산,,경기도 용인시 백암면,,260,
경기도,,종자산,,경기도 포천시 관인면,,643,
경기도,,종현산,,경기도 포천시 청산면,,588,
경기도,,주금산,,"경기도 남양주시 수동면, 포천시 내촌면, 가평군 상면",,813.6,
경기도,,주발봉,,경기도 가평군,,489,
경기도,,주읍산,,"경기도 양평군 양평읍, 개군면, 지제면",,583,
경기도,,중미산,,경기도 가평군 설악면,,833,
경기도,,중봉,,경기도 가평군,,1424,
경기도,,중원산,,"경기도 양평군 용문면, 단월면",,800,
경기도,,천덕봉,,"경기도 이천시 실촌면, 신둔면",,630,
경기도,,천마산,,"경기도 남양주시 오남읍, 화도읍",,810.3,
경기도,,천보산,,경기도 양주시 회천읍,,337,
경기도,,청계산,,"경기도 양평 서종면, 양서면",,849,
경기도,,청계산,,"경기도 포천시 일동면, 가평군 하면",,618,
경기도,,청명산,,경기도 화성시,,155,
경기도,,청우산,,"경기도 가평군 상면, 외서면",,619,
경기도,,초록산,,경기도 화성시,,152,
경기도,,촉대봉,,경기도 가평군 북면·강원도 춘천시 사북면,,1125,
경기도,,축령산,,"경기도 남양주시 수동면, 가평군 상면",,887.1,
경기도,,칠보산,,"경기도 수원, 화성",,234,
경기도,,칠봉산,,"경기도 동두천시 송내동, 불현동",,506,
경기도,,칠봉산,,경기도 양주시 회천읍,,506,
경기도,,칠장산,,"경기도 안성시 죽산면, 금광면, 삼죽면",,492,
경기도,,칼봉산,,경기도 가평군 가평읍,,900,
경기도,,태을봉,,"경기도 군포시, 안양시",,488,
경기도,,태화산,,경기도 광주시 도척면,,641.1,
경기도,,통방산,,"경기도 양평군 서종면, 가평군 설악면",,650,
경기도,,팔강산,,경기도 구리시 갈매동,,150,
경기도,,편전산,,경기도 양평군,,376,
경기도,,한나무봉,,"경기도 포천시 일동면, 가평 북면",,768,
경기도,,함왕봉,,경기도 양평군,,947,
경기도,,해협산,,"경기도 광주군 퇴촌면, 남종면",,531,
경기도,,호명산,,경기도 가평군 청평면,,632.4,
경기도,,화악산(중봉),,"경기도 가평군 북면, 화천군 사내면",,1468.3,
경기도,,화야산,,"경기도 가평군 설악면, 외서면",,755,
경기도,,화인봉,,경기도 가평군 관인면 중리,,805,
강원도,,가리봉,,강원도 인제군,,1519,
강원도,,가리산,,"강원도 춘천시 북산면ㆍ동면, 홍천군 두촌면ㆍ화촌면",,1050.9,
강원도,,가리왕산,,"강원도 정선군 정선읍 회동리ㆍ북평면, 평창군 진부면",,1561.9,
강원도,,가마봉,,"강원도 홍천군 내촌면, 인제군 남면",,925,
강원도,,가칠봉,,강원도 인제군 기린면 진동리,,1242,
강원도,,각희산,,"강원도 정선군 동면, 임계면",,1083,
강원도,,간대산,,강원도 삼척시 신기면 신기리,,502,
강원도,,간현봉,,강원도 원주시 지정면,,386,
강원도,,갈경산,,"강원도 삼척시 원덕읍, 가곡면",,783,
강원도,,갈미봉,,"강원도 원주시, 충청북도 충주시",,595,
강원도,,감악산,,강원도 원주시 신림면,,945,
강원도,,감악삼봉,,강원도 원주시,,925,
강원도,,개인산,,강원도 인제군 상남면ㆍ홍천군 내면,,1341.9,
강원도,,거문산,,강원도 평창군,,1173,
강원도,,검각산,,강원도 영월군 남면,,505,
강원도,,검봉,,강원도 춘천시 남산면,,530,
강원도,,계방산,,"강원도 홍천군 내면, 평창군 용편면ㆍ진부면",,1579.1,
강원도,,계족산,,강원도 영월군 영월읍,,890,
강원도,,고고산,,"강원도 영월군, 정선군",,854,
강원도,,고두산,,강원도 평창군 대화면,,1030,
강원도,,고루포기산,,"강원도 강릉시, 평창군",,1238,
강원도,,고성산,,강원도 고성군간성읍 금수리,,186,
강원도,,고성산,,강원도 삼척시,,546,
강원도,,고양산,,강원도 정선군,,1151,
강원도,,곧은봉,,강원도 춘천시 동면,,499,
강원도,,곰바위봉,,강원도 원주시,,627,
강원도,,곰봉,,강원도 영월군,,1015,
강원도,,공작산,,"강원도 홍천군 동면, 화촌면",,887.4,
강원도,,괘방산,,강원도 강릉시 강동면,,339,
강원도,,구룡산,,강원도 영월군,,283,
강원도,,구룡산,,강원도 원주시 지정면,,479,
강원도,,구봉대산,,강원도 영월군 수주면,,870,
강원도,,구봉산,,강원도 춘천시,,440,
강원도,,구절산,,"강원도 춘천시 동산면, 홍천군 북방면",,750,
강원도,,구학산,,"강원도 원주시, 충청북도 제천시",,983,
강원도,,근산,,강원도 삼척시 미로면 내미로리,,505,
강원도,,금당산,,강원도 평창군 용평면,,1173,
강원도,,금대봉,,강원도 태백시 삼수동,,1418,
강원도,,금학산,,강원도 철원군 동송읍,,576,
강원도,,금확산,,"강원도 홍천군 북방면, 남면",,655,
강원도,,기룡산,,강원도 인제군 인제읍 상동리,,662,
강원도,,기마봉,,강원도 강릉시,,383,
강원도,,기우산,,강원도 정선군 정선읍 신월리,,870,
강원도,,꼭두봉,,강원도 영월군,,860,
강원도,,나팔봉,,강원도 정선군 정선읍 광하리,,662,
강원도,,남대봉,,"강원도 원주시 판부면, 신림면",,1182,
강원도,,남병산,,강원도 평창군,,1150,
강원도,,노목산,,"강원도 정선군 사북읍, 동면",,1150,
강원도,,노인봉,,"강원도 강릉시, 평창군",,1338,
강원도,,노추산,,강원도 강릉시 왕산면·정선군 북면,,1322,
강원도,,뇌암산,,강원도 삼척시 가곡면,,812,
강원도,,능경봉,,"강원도 강릉시, 평창군",,1123,
강원도,,다락산,,"강원도 강릉시 왕산면, 정선 북면",,1018,
강원도,,닭이봉,,강원도 정선군,,1028,
강원도,,대덕산,,강원도 삼척시 도계읍,,1290,
강원도,,대덕산,,강원도 태백시 삼수동,,1310.3,
강원도,,대암산,,"강원 양구군 동면, 인제군 서화면",,1312.6,
강원도,,대학산,,"강원도 홍천군 동면, 서석면",,876,
강원도,,덕고산,,"강원도 횡성군, 홍천군",,1125,
강원도,,덕우산,,"강원도 강릉시 왕산면, 정선군 임계면",,1007,
강원도,,덕항산,,강원도 삼척시 신기면ㆍ태백시 하사미동,,1072.9,
강원도,,동대산,,강원도 평창군 진부면,,1434,
강원도,,돼지봉,,강원도 영월군,,818,
강원도,,된불데기산,,강원도 영월군,,910,
강원도,,두개비산,,강원도 홍천군,,250,
강원도,,두류산,,"강원도 화천군 사내면, 하남면",,993,
강원도,,두위봉,,"강원도 정선군 남면, 사북읍·영월군  중동면 직동리",,1470,
강원도,,두타산,,"강원도 동해시 삼화동, 삼척시 미로면ㆍ하자면",,1357,
강원도,,등선봉,,강원도 춘천시 강촌,,632,
강원도,,등잔봉,,강원도 춘천시,,834,
강원도,,마대산,,"강원도 영월군 하동면, 충청북도 단양군 영춘면",,1052,
강원도,,마명산,,강원도 강릉시,,113,
강원도,,마산,,강원도 고성군 간성읍,,1052,
강원도,,마적산,,"강원도 춘천시 신북읍, 북산면",,610.3,
강원도,,망경대산,,강원도 영월군 하동면,,1088,
강원도,,매봉산,,강원 영월 상동읍. 중동면,,1095,
강원도,,매봉산,,"강원도 원주시 신림면, 영월군 수주면",,806,
강원도,,매화산,,강원도 원주시 소초면,,954,
강원도,,맹현봉,,강원도 홍천군 내면,,1214,
강원도,,면산,,강원도 삼척시,,1245,
강원도,,명봉산,,강원도 원주시 문막,,599,
강원도,,명성산,,"강원도 철원군 갈말읍, 경기도 포천시 영북면ㆍ이동면",,922,
강원도,,모산봉,,강원도 강릉시,,104,
강원도,,목우산,,강원도 영월군 하동면,,1066,
강원도,,무학봉,,"강원도 화천군 사내면, 경기도 포천시",,832,
강원도,,문수봉,,"강원도 태백시, 경상북도 봉화군 석포면",,1162,
강원도,,문암산,,강원도 홍천군 내면,,1146,
강원도,,미륵산,,강원도 원주시 귀래면,,696,
강원도,,민둥산,,강원도 정선군 남면,,1118,
강원도,,바위산,,강원도 춘천시 북산면,,858,
강원도,,박지산(두타산),,강원도 평창군 진부면,,1391.4,
강원도,,발교산,,"강원도 홍천군 동면, 횡성군 청일면",,998,
강원도,,발왕산,,"강원도 평창군 도암면, 진부면ㆍ강릉시 왕산면",,1458,
강원도,,밥봉,,강원도 강릉시 옥계면 천남리,,337,
강원도,,방태산,,"강원도 인제군 기린면, 상남면",,1445.7,
강원도,,백덕산,,"강원도 평창군 방림면, 횡성군 안흥면, 영월군 수주면",,1350.1,
강원도,,백병산,,강원도 태백시 황연동,,1259,
강원도,,백석봉,,강원도 정선군 북평면,,1170,
강원도,,백석산,,"강원도 평창군 대화면, 진부면",,1365,
강원도,,백우산,,강원도 홍천군 내촌면,,895,
강원도,,백운산(정선),,"강원도 정선군 신동읍, 평창군 미탄면",,883.5,
강원도,,백이산,,강원도 정선군,,369,
강원도,,백적산,,"강원도 평창군 대화면, 진부면",,1141,
강원도,,번암산,,강원도 화천군 사내면,,840,
강원도,,범바위봉,,강원도 삼척시 가곡면,,626,
강원도,,벼락바위봉,,강원도 원주시,,939,
강원도,,벽암산,,강원 정선 남면,,923,
강원도,,병무산,,"강원도 횡성군 갑천면, 청일면",,920,
강원도,,병풍산,,강원도 화천군,,796,
강원도,,보개산,,"강원도 철원군, 경기도 연천군, 포천시",,780,
강원도,,보래봉,,강원도 평창군 봉평면,,1324,
강원도,,보석봉,,강원도 평창군,,985,
강원도,,복계산,,강원도 철원군 근남면,,1054,
강원도,,복두산,,강원도 삼척시 가곡면,,978,
강원도,,복주산,,강원도 철원군 근남면·화천군 사내면,,1152.1,
강원도,,봉래산,,강원도 영월군 영월읍,,856,
강원도,,봉복산,,"강원도 횡성군 청일면, 홍천군 서석면",,1022,
강원도,,봉화봉,,강원도 인제군 북면 원통리,,590,
강원도,,봉화산,,강원도 춘천시 남산면,,329,
강원도,,봉화산,,강원도 춘천시 북산면,,734,
강원도,,봉화산,,강원도 홍천군,,487,
강원도,,부용산,,강원도 춘천시,,882,
강원도,,불금봉,,강원도 홍천군 북방면 성동리,,499,
강원도,,불화산,,강원도 강릉시 강동면,,31,
강원도,,비산,,강원도 원주시 영월군,,694,
강원도,,사금산,,"강원도 삼척시 도계읍, 원덕읍",,1092,
강원도,,사달산,,"강원도 강릉, 정선",,1187,
강원도,,사명산,,"강원도 춘천시 북산면, 화천군 간동면, 양구군 양구읍",,1198.1,
강원도,,사자산,,"강원도 영월군 수주면, 횡성군 안흥면",,1181,
강원도,,삼방산,,"강원도 태백시, 경상북도 봉화군 석포면",,1175,
강원도,,삼방산,,강원도 평창군 평창읍,,980,
강원도,,삼봉,,강원도 원주시,,1073,
강원도,,삼악산,,강원도 춘천시 서면,,655.8,
강원도,,삼형제봉,,강원도 강릉시 주문진읍 삼교리 / 양양군 현남면,,714,
강원도,,삽다리봉,,강원도 춘천시 북산면,,610,
강원도,,삿갓봉,,강원도 강릉시,,1055,
강원도,,삿갓봉,,강원도 춘천시 사북면,,716,
강원도,,삿갓봉,,"강원도 평창군 평창읍, 미탄면",,400,
강원도,,삿갓봉,,강원도 횡성군,,716,
강원도,,상원산,,"강원도 정선군 북평면, 북면",,1421,
강원도,,상정바위,,강원도 정선군,,1006,
강원도,,상해봉,,강원도 철원군,,1024,
강원도,,새득이봉,,"강원도 춘천시, 홍천군",,935,
강원도,,샛등봉,,강원도 화천군 사내면,,885,
강원도,,석두봉,,강원도 강릉시,,991,
강원도,,석병산,,"강원도 강릉시 옥계면, 왕산면ㆍ정선군 임계면",,1052.5,
강원도,,선바위봉,,"강원도 횡성군, 영월군",,1001,
강원도,,선자령,,"강원도 강릉시, 평창군",,1157,
강원도,,설악산,,"강원도 속초시 설악동, 인제군 북면ㆍ인제읍, 양양군 서면ㆍ강현면",,1708.1,
강원도,,설악산 공룡능선,,강원도 속초시 설악동,,1708,
강원도,,설악산 울산바위,,강원도 속초시 설악동,,873,
강원도,,성치산,,강원도 홍천군 북방면,,554,
강원도,,소뿔산,,강원도 홍천군 내면,,1108,
강원도,,소주봉,,강원도 춘천시,,475,
강원도,,수리봉,,강원도 원주시,,427,
강원도,,수리봉,,강원도 춘천시 동내면ㆍ동산면,,645,
강원도,,수리봉,,강원도 홍천군 횡성군,,1019,
강원도,,숲뒤산,,강원도 삼척시 하장면,,1065,
강원도,,쉰움산,,"강원도 삼척시 미로면, 동해시 삼화동",,683,
강원도,,승두봉,,"강원도 평창군 방림면, 대화면",,1013,
강원도,,시루봉,,강원도 강릉시 경포대,,73,
강원도,,신선바위봉,,강원도 영월군 주천면,,1068,
